"from","to","combined_score"
"9606.ENSP00000294742","9606.ENSP00000381581",552
"9606.ENSP00000332049","9606.ENSP00000381581",446
"9606.ENSP00000332049","9606.ENSP00000381581",446
"9606.ENSP00000333779","9606.ENSP00000381581",523
"9606.ENSP00000333779","9606.ENSP00000381581",523
"9606.ENSP00000340494","9606.ENSP00000381581",446
"9606.ENSP00000340494","9606.ENSP00000381581",446
"9606.ENSP00000359504","9606.ENSP00000381581",655
"9606.ENSP00000359504","9606.ENSP00000381581",655
"9606.ENSP00000365227","9606.ENSP00000381581",711
"9606.ENSP00000365227","9606.ENSP00000381581",711
"9606.ENSP00000371219","9606.ENSP00000381581",409
"9606.ENSP00000371219","9606.ENSP00000381581",409
"9606.ENSP00000373301","9606.ENSP00000382767",436
"9606.ENSP00000373301","9606.ENSP00000382767",436
"9606.ENSP00000263238","9606.ENSP00000384192",437
"9606.ENSP00000263238","9606.ENSP00000384192",437
"9606.ENSP00000305355","9606.ENSP00000384192",558
"9606.ENSP00000305355","9606.ENSP00000384192",558
"9606.ENSP00000320509","9606.ENSP00000384192",455
"9606.ENSP00000320509","9606.ENSP00000384192",455
"9606.ENSP00000354487","9606.ENSP00000384192",706
"9606.ENSP00000354487","9606.ENSP00000384192",706
"9606.ENSP00000216341","9606.ENSP00000384371",561
"9606.ENSP00000216341","9606.ENSP00000384371",561
"9606.ENSP00000220003","9606.ENSP00000384371",907
"9606.ENSP00000220003","9606.ENSP00000384371",907
"9606.ENSP00000224337","9606.ENSP00000384371",931
"9606.ENSP00000224337","9606.ENSP00000384371",931
"9606.ENSP00000226279","9606.ENSP00000384371",665
"9606.ENSP00000226279","9606.ENSP00000384371",665
"9606.ENSP00000234091","9606.ENSP00000384371",635
"9606.ENSP00000234091","9606.ENSP00000384371",635
"9606.ENSP00000246657","9606.ENSP00000384371",624
"9606.ENSP00000246657","9606.ENSP00000384371",624
"9606.ENSP00000254801","9606.ENSP00000384371",419
"9606.ENSP00000254801","9606.ENSP00000384371",419
"9606.ENSP00000266557","9606.ENSP00000384371",601
"9606.ENSP00000266557","9606.ENSP00000384371",601
"9606.ENSP00000268638","9606.ENSP00000384371",691
"9606.ENSP00000268638","9606.ENSP00000384371",691
"9606.ENSP00000286639","9606.ENSP00000384371",966
"9606.ENSP00000286639","9606.ENSP00000384371",966
"9606.ENSP00000286758","9606.ENSP00000384371",681
"9606.ENSP00000286758","9606.ENSP00000384371",681
"9606.ENSP00000332049","9606.ENSP00000384371",494
"9606.ENSP00000332049","9606.ENSP00000384371",494
"9606.ENSP00000338774","9606.ENSP00000384371",606
"9606.ENSP00000338774","9606.ENSP00000384371",606
"9606.ENSP00000346839","9606.ENSP00000384371",508
"9606.ENSP00000346839","9606.ENSP00000384371",508
"9606.ENSP00000350844","9606.ENSP00000384371",822
"9606.ENSP00000350844","9606.ENSP00000384371",822
"9606.ENSP00000351789","9606.ENSP00000384371",400
"9606.ENSP00000351789","9606.ENSP00000384371",400
"9606.ENSP00000354394","9606.ENSP00000384371",551
"9606.ENSP00000354394","9606.ENSP00000384371",551
"9606.ENSP00000354487","9606.ENSP00000384371",914
"9606.ENSP00000354487","9606.ENSP00000384371",914
"9606.ENSP00000358490","9606.ENSP00000384371",501
"9606.ENSP00000358490","9606.ENSP00000384371",501
"9606.ENSP00000360266","9606.ENSP00000384371",946
"9606.ENSP00000360266","9606.ENSP00000384371",946
"9606.ENSP00000361021","9606.ENSP00000384371",486
"9606.ENSP00000361021","9606.ENSP00000384371",486
"9606.ENSP00000362795","9606.ENSP00000384371",570
"9606.ENSP00000362795","9606.ENSP00000384371",570
"9606.ENSP00000364907","9606.ENSP00000384371",942
"9606.ENSP00000364907","9606.ENSP00000384371",942
"9606.ENSP00000368880","9606.ENSP00000384371",961
"9606.ENSP00000368880","9606.ENSP00000384371",961
"9606.ENSP00000369293","9606.ENSP00000384371",487
"9606.ENSP00000369293","9606.ENSP00000384371",487
"9606.ENSP00000371219","9606.ENSP00000384371",647
"9606.ENSP00000371219","9606.ENSP00000384371",647
"9606.ENSP00000373301","9606.ENSP00000384371",903
"9606.ENSP00000373301","9606.ENSP00000384371",903
"9606.ENSP00000376786","9606.ENSP00000384371",601
"9606.ENSP00000376786","9606.ENSP00000384371",601
"9606.ENSP00000379980","9606.ENSP00000384371",922
"9606.ENSP00000379980","9606.ENSP00000384371",922
"9606.ENSP00000381581","9606.ENSP00000384371",426
"9606.ENSP00000381581","9606.ENSP00000384371",426
"9606.ENSP00000216797","9606.ENSP00000384849",489
"9606.ENSP00000216797","9606.ENSP00000384849",489
"9606.ENSP00000276431","9606.ENSP00000384849",564
"9606.ENSP00000276431","9606.ENSP00000384849",564
"9606.ENSP00000278616","9606.ENSP00000384849",702
"9606.ENSP00000278616","9606.ENSP00000384849",702
"9606.ENSP00000290551","9606.ENSP00000384849",496
"9606.ENSP00000290551","9606.ENSP00000384849",496
"9606.ENSP00000300035","9606.ENSP00000384849",478
"9606.ENSP00000300035","9606.ENSP00000384849",478
"9606.ENSP00000315743","9606.ENSP00000384849",789
"9606.ENSP00000315743","9606.ENSP00000384849",789
"9606.ENSP00000344352","9606.ENSP00000384849",507
"9606.ENSP00000344352","9606.ENSP00000384849",507
"9606.ENSP00000346839","9606.ENSP00000384849",469
"9606.ENSP00000346839","9606.ENSP00000384849",469
"9606.ENSP00000354394","9606.ENSP00000384849",951
"9606.ENSP00000354394","9606.ENSP00000384849",951
"9606.ENSP00000354487","9606.ENSP00000384849",553
"9606.ENSP00000354487","9606.ENSP00000384849",553
"9606.ENSP00000357643","9606.ENSP00000384849",536
"9606.ENSP00000357643","9606.ENSP00000384849",536
"9606.ENSP00000360266","9606.ENSP00000384849",970
"9606.ENSP00000360266","9606.ENSP00000384849",970
"9606.ENSP00000360532","9606.ENSP00000384849",641
"9606.ENSP00000360532","9606.ENSP00000384849",641
"9606.ENSP00000361021","9606.ENSP00000384849",665
"9606.ENSP00000361021","9606.ENSP00000384849",665
"9606.ENSP00000361405","9606.ENSP00000384849",468
"9606.ENSP00000361405","9606.ENSP00000384849",468
"9606.ENSP00000368880","9606.ENSP00000384849",740
"9606.ENSP00000368880","9606.ENSP00000384849",740
"9606.ENSP00000378699","9606.ENSP00000384849",999
"9606.ENSP00000378699","9606.ENSP00000384849",999
"9606.ENSP00000227266","9606.ENSP00000384886",576
"9606.ENSP00000227266","9606.ENSP00000384886",576
"9606.ENSP00000254801","9606.ENSP00000384886",404
"9606.ENSP00000254801","9606.ENSP00000384886",404
"9606.ENSP00000262629","9606.ENSP00000384886",741
"9606.ENSP00000262629","9606.ENSP00000384886",741
"9606.ENSP00000268638","9606.ENSP00000384886",402
"9606.ENSP00000268638","9606.ENSP00000384886",402
"9606.ENSP00000294507","9606.ENSP00000384886",442
"9606.ENSP00000294507","9606.ENSP00000384886",442
"9606.ENSP00000332049","9606.ENSP00000384886",414
"9606.ENSP00000332049","9606.ENSP00000384886",414
"9606.ENSP00000345672","9606.ENSP00000384886",460
"9606.ENSP00000345672","9606.ENSP00000384886",460
"9606.ENSP00000359504","9606.ENSP00000384886",491
"9606.ENSP00000359504","9606.ENSP00000384886",491
"9606.ENSP00000363976","9606.ENSP00000384886",660
"9606.ENSP00000363976","9606.ENSP00000384886",660
"9606.ENSP00000368699","9606.ENSP00000384886",401
"9606.ENSP00000368699","9606.ENSP00000384886",401
"9606.ENSP00000369286","9606.ENSP00000384886",454
"9606.ENSP00000369286","9606.ENSP00000384886",454
"9606.ENSP00000226279","9606.ENSP00000385036",464
"9606.ENSP00000226279","9606.ENSP00000385036",464
"9606.ENSP00000278616","9606.ENSP00000385036",903
"9606.ENSP00000278616","9606.ENSP00000385036",903
"9606.ENSP00000350844","9606.ENSP00000385036",453
"9606.ENSP00000350844","9606.ENSP00000385036",453
"9606.ENSP00000360266","9606.ENSP00000385036",758
"9606.ENSP00000360266","9606.ENSP00000385036",758
"9606.ENSP00000216797","9606.ENSP00000386165",531
"9606.ENSP00000216797","9606.ENSP00000386165",531
"9606.ENSP00000239223","9606.ENSP00000386165",428
"9606.ENSP00000239223","9606.ENSP00000386165",428
"9606.ENSP00000286639","9606.ENSP00000386165",935
"9606.ENSP00000286639","9606.ENSP00000386165",935
"9606.ENSP00000332139","9606.ENSP00000386165",420
"9606.ENSP00000332139","9606.ENSP00000386165",420
"9606.ENSP00000344352","9606.ENSP00000386165",521
"9606.ENSP00000344352","9606.ENSP00000386165",521
"9606.ENSP00000353770","9606.ENSP00000386165",581
"9606.ENSP00000353770","9606.ENSP00000386165",581
"9606.ENSP00000354394","9606.ENSP00000386165",465
"9606.ENSP00000354394","9606.ENSP00000386165",465
"9606.ENSP00000354487","9606.ENSP00000386165",911
"9606.ENSP00000354487","9606.ENSP00000386165",911
"9606.ENSP00000360266","9606.ENSP00000386165",624
"9606.ENSP00000360266","9606.ENSP00000386165",624
"9606.ENSP00000368880","9606.ENSP00000386165",932
"9606.ENSP00000368880","9606.ENSP00000386165",932
"9606.ENSP00000384371","9606.ENSP00000386165",927
"9606.ENSP00000384371","9606.ENSP00000386165",927
"9606.ENSP00000216341","9606.ENSP00000386884",479
"9606.ENSP00000216341","9606.ENSP00000386884",479
"9606.ENSP00000216797","9606.ENSP00000386884",460
"9606.ENSP00000216797","9606.ENSP00000386884",460
"9606.ENSP00000218388","9606.ENSP00000386884",457
"9606.ENSP00000218388","9606.ENSP00000386884",457
"9606.ENSP00000222390","9606.ENSP00000386884",693
"9606.ENSP00000222390","9606.ENSP00000386884",693
"9606.ENSP00000226279","9606.ENSP00000386884",835
"9606.ENSP00000226279","9606.ENSP00000386884",835
"9606.ENSP00000228463","9606.ENSP00000386884",537
"9606.ENSP00000228463","9606.ENSP00000386884",537
"9606.ENSP00000256935","9606.ENSP00000386884",513
"9606.ENSP00000256935","9606.ENSP00000386884",513
"9606.ENSP00000266557","9606.ENSP00000386884",642
"9606.ENSP00000266557","9606.ENSP00000386884",642
"9606.ENSP00000271324","9606.ENSP00000386884",424
"9606.ENSP00000271324","9606.ENSP00000386884",424
"9606.ENSP00000284240","9606.ENSP00000386884",640
"9606.ENSP00000284240","9606.ENSP00000386884",640
"9606.ENSP00000286758","9606.ENSP00000386884",948
"9606.ENSP00000286758","9606.ENSP00000386884",948
"9606.ENSP00000305651","9606.ENSP00000386884",875
"9606.ENSP00000305651","9606.ENSP00000386884",875
"9606.ENSP00000305988","9606.ENSP00000386884",530
"9606.ENSP00000305988","9606.ENSP00000386884",530
"9606.ENSP00000332049","9606.ENSP00000386884",642
"9606.ENSP00000332049","9606.ENSP00000386884",642
"9606.ENSP00000339883","9606.ENSP00000386884",451
"9606.ENSP00000339883","9606.ENSP00000386884",451
"9606.ENSP00000346839","9606.ENSP00000386884",760
"9606.ENSP00000346839","9606.ENSP00000386884",760
"9606.ENSP00000354394","9606.ENSP00000386884",963
"9606.ENSP00000354394","9606.ENSP00000386884",963
"9606.ENSP00000354487","9606.ENSP00000386884",422
"9606.ENSP00000354487","9606.ENSP00000386884",422
"9606.ENSP00000354901","9606.ENSP00000386884",837
"9606.ENSP00000354901","9606.ENSP00000386884",837
"9606.ENSP00000357643","9606.ENSP00000386884",404
"9606.ENSP00000357643","9606.ENSP00000386884",404
"9606.ENSP00000358490","9606.ENSP00000386884",438
"9606.ENSP00000358490","9606.ENSP00000386884",438
"9606.ENSP00000360266","9606.ENSP00000386884",501
"9606.ENSP00000360266","9606.ENSP00000386884",501
"9606.ENSP00000361021","9606.ENSP00000386884",533
"9606.ENSP00000361021","9606.ENSP00000386884",533
"9606.ENSP00000361405","9606.ENSP00000386884",723
"9606.ENSP00000361405","9606.ENSP00000386884",723
"9606.ENSP00000362795","9606.ENSP00000386884",414
"9606.ENSP00000362795","9606.ENSP00000386884",414
"9606.ENSP00000364907","9606.ENSP00000386884",468
"9606.ENSP00000364907","9606.ENSP00000386884",468
"9606.ENSP00000365227","9606.ENSP00000386884",403
"9606.ENSP00000365227","9606.ENSP00000386884",403
"9606.ENSP00000368880","9606.ENSP00000386884",401
"9606.ENSP00000368880","9606.ENSP00000386884",401
"9606.ENSP00000384371","9606.ENSP00000386884",513
"9606.ENSP00000384371","9606.ENSP00000386884",513
"9606.ENSP00000349687","9606.ENSP00000388402",414
"9606.ENSP00000349687","9606.ENSP00000388402",414
"9606.ENSP00000363976","9606.ENSP00000390020",989
"9606.ENSP00000363976","9606.ENSP00000390020",989
"9606.ENSP00000363993","9606.ENSP00000390020",782
"9606.ENSP00000363993","9606.ENSP00000390020",782
"9606.ENSP00000307706","9606.ENSP00000391397",785
"9606.ENSP00000307706","9606.ENSP00000391397",785
"9606.ENSP00000330587","9606.ENSP00000391397",913
"9606.ENSP00000330587","9606.ENSP00000391397",913
"9606.ENSP00000334872","9606.ENSP00000391397",783
"9606.ENSP00000334872","9606.ENSP00000391397",783
"9606.ENSP00000377995","9606.ENSP00000391397",834
"9606.ENSP00000377995","9606.ENSP00000391397",834
"9606.ENSP00000255945","9606.ENSP00000392770",545
"9606.ENSP00000255945","9606.ENSP00000392770",545
"9606.ENSP00000260197","9606.ENSP00000392770",690
"9606.ENSP00000260197","9606.ENSP00000392770",690
"9606.ENSP00000261267","9606.ENSP00000392770",410
"9606.ENSP00000261267","9606.ENSP00000392770",410
"9606.ENSP00000262629","9606.ENSP00000392770",864
"9606.ENSP00000262629","9606.ENSP00000392770",864
"9606.ENSP00000294507","9606.ENSP00000392770",409
"9606.ENSP00000294507","9606.ENSP00000392770",409
"9606.ENSP00000304236","9606.ENSP00000392770",668
"9606.ENSP00000304236","9606.ENSP00000392770",668
"9606.ENSP00000332049","9606.ENSP00000392770",403
"9606.ENSP00000332049","9606.ENSP00000392770",403
"9606.ENSP00000340874","9606.ENSP00000392770",518
"9606.ENSP00000340874","9606.ENSP00000392770",518
"9606.ENSP00000363773","9606.ENSP00000392770",715
"9606.ENSP00000363773","9606.ENSP00000392770",715
"9606.ENSP00000369286","9606.ENSP00000392770",706
"9606.ENSP00000369286","9606.ENSP00000392770",706
"9606.ENSP00000380666","9606.ENSP00000392770",554
"9606.ENSP00000380666","9606.ENSP00000392770",554
"9606.ENSP00000216338","9606.ENSP00000398568",890
"9606.ENSP00000216338","9606.ENSP00000398568",890
"9606.ENSP00000216341","9606.ENSP00000398568",999
"9606.ENSP00000216341","9606.ENSP00000398568",999
"9606.ENSP00000219150","9606.ENSP00000398568",427
"9606.ENSP00000219150","9606.ENSP00000398568",427
"9606.ENSP00000226279","9606.ENSP00000398568",583
"9606.ENSP00000226279","9606.ENSP00000398568",583
"9606.ENSP00000242465","9606.ENSP00000398568",989
"9606.ENSP00000242465","9606.ENSP00000398568",989
"9606.ENSP00000246657","9606.ENSP00000398568",739
"9606.ENSP00000246657","9606.ENSP00000398568",739
"9606.ENSP00000262629","9606.ENSP00000398568",555
"9606.ENSP00000262629","9606.ENSP00000398568",555
"9606.ENSP00000266557","9606.ENSP00000398568",739
"9606.ENSP00000266557","9606.ENSP00000398568",739
"9606.ENSP00000274306","9606.ENSP00000398568",996
"9606.ENSP00000274306","9606.ENSP00000398568",996
"9606.ENSP00000276431","9606.ENSP00000398568",493
"9606.ENSP00000276431","9606.ENSP00000398568",493
"9606.ENSP00000300692","9606.ENSP00000398568",445
"9606.ENSP00000300692","9606.ENSP00000398568",445
"9606.ENSP00000305651","9606.ENSP00000398568",617
"9606.ENSP00000305651","9606.ENSP00000398568",617
"9606.ENSP00000332049","9606.ENSP00000398568",692
"9606.ENSP00000332049","9606.ENSP00000398568",692
"9606.ENSP00000354394","9606.ENSP00000398568",523
"9606.ENSP00000354394","9606.ENSP00000398568",523
"9606.ENSP00000354901","9606.ENSP00000398568",593
"9606.ENSP00000354901","9606.ENSP00000398568",593
"9606.ENSP00000358490","9606.ENSP00000398568",833
"9606.ENSP00000358490","9606.ENSP00000398568",833
"9606.ENSP00000362795","9606.ENSP00000398568",733
"9606.ENSP00000362795","9606.ENSP00000398568",733
"9606.ENSP00000369293","9606.ENSP00000398568",578
"9606.ENSP00000369293","9606.ENSP00000398568",578
"9606.ENSP00000384371","9606.ENSP00000398568",459
"9606.ENSP00000384371","9606.ENSP00000398568",459
"9606.ENSP00000386884","9606.ENSP00000398568",479
"9606.ENSP00000386884","9606.ENSP00000398568",479
"9606.ENSP00000216341","9606.ENSP00000401371",773
"9606.ENSP00000216341","9606.ENSP00000401371",773
"9606.ENSP00000350844","9606.ENSP00000401371",468
"9606.ENSP00000350844","9606.ENSP00000401371",468
"9606.ENSP00000353770","9606.ENSP00000401371",649
"9606.ENSP00000353770","9606.ENSP00000401371",649
"9606.ENSP00000358490","9606.ENSP00000401371",688
"9606.ENSP00000358490","9606.ENSP00000401371",688
"9606.ENSP00000388402","9606.ENSP00000401371",495
"9606.ENSP00000388402","9606.ENSP00000401371",495
"9606.ENSP00000398568","9606.ENSP00000401371",681
"9606.ENSP00000398568","9606.ENSP00000401371",681
"9606.ENSP00000254657","9606.ENSP00000402084",470
"9606.ENSP00000254657","9606.ENSP00000402084",470
"9606.ENSP00000260731","9606.ENSP00000402084",571
"9606.ENSP00000260731","9606.ENSP00000402084",571
"9606.ENSP00000278616","9606.ENSP00000402084",807
"9606.ENSP00000278616","9606.ENSP00000402084",807
"9606.ENSP00000296509","9606.ENSP00000402084",560
"9606.ENSP00000296509","9606.ENSP00000402084",560
"9606.ENSP00000315743","9606.ENSP00000402084",536
"9606.ENSP00000315743","9606.ENSP00000402084",536
"9606.ENSP00000353770","9606.ENSP00000402084",545
"9606.ENSP00000353770","9606.ENSP00000402084",545
"9606.ENSP00000361021","9606.ENSP00000402084",505
"9606.ENSP00000361021","9606.ENSP00000402084",505
"9606.ENSP00000377536","9606.ENSP00000402084",538
"9606.ENSP00000377536","9606.ENSP00000402084",538
"9606.ENSP00000378699","9606.ENSP00000402084",998
"9606.ENSP00000378699","9606.ENSP00000402084",998
"9606.ENSP00000384849","9606.ENSP00000402084",580
"9606.ENSP00000384849","9606.ENSP00000402084",580
"9606.ENSP00000256194","9606.ENSP00000403042",447
"9606.ENSP00000256194","9606.ENSP00000403042",447
"9606.ENSP00000346442","9606.ENSP00000404251",418
"9606.ENSP00000346442","9606.ENSP00000404251",418
"9606.ENSP00000216341","9606.ENSP00000411355",757
"9606.ENSP00000216341","9606.ENSP00000411355",757
"9606.ENSP00000216797","9606.ENSP00000411355",481
"9606.ENSP00000216797","9606.ENSP00000411355",481
"9606.ENSP00000218388","9606.ENSP00000411355",414
"9606.ENSP00000218388","9606.ENSP00000411355",414
"9606.ENSP00000219150","9606.ENSP00000411355",538
"9606.ENSP00000219150","9606.ENSP00000411355",538
"9606.ENSP00000220003","9606.ENSP00000411355",827
"9606.ENSP00000220003","9606.ENSP00000411355",827
"9606.ENSP00000222390","9606.ENSP00000411355",613
"9606.ENSP00000222390","9606.ENSP00000411355",613
"9606.ENSP00000224337","9606.ENSP00000411355",491
"9606.ENSP00000224337","9606.ENSP00000411355",491
"9606.ENSP00000226279","9606.ENSP00000411355",850
"9606.ENSP00000226279","9606.ENSP00000411355",850
"9606.ENSP00000228463","9606.ENSP00000411355",646
"9606.ENSP00000228463","9606.ENSP00000411355",646
"9606.ENSP00000228945","9606.ENSP00000411355",439
"9606.ENSP00000228945","9606.ENSP00000411355",439
"9606.ENSP00000234091","9606.ENSP00000411355",470
"9606.ENSP00000234091","9606.ENSP00000411355",470
"9606.ENSP00000242465","9606.ENSP00000411355",597
"9606.ENSP00000242465","9606.ENSP00000411355",597
"9606.ENSP00000246657","9606.ENSP00000411355",786
"9606.ENSP00000246657","9606.ENSP00000411355",786
"9606.ENSP00000254801","9606.ENSP00000411355",425
"9606.ENSP00000254801","9606.ENSP00000411355",425
"9606.ENSP00000256935","9606.ENSP00000411355",786
"9606.ENSP00000256935","9606.ENSP00000411355",786
"9606.ENSP00000261267","9606.ENSP00000411355",550
"9606.ENSP00000261267","9606.ENSP00000411355",550
"9606.ENSP00000262629","9606.ENSP00000411355",696
"9606.ENSP00000262629","9606.ENSP00000411355",696
"9606.ENSP00000266557","9606.ENSP00000411355",763
"9606.ENSP00000266557","9606.ENSP00000411355",763
"9606.ENSP00000268638","9606.ENSP00000411355",686
"9606.ENSP00000268638","9606.ENSP00000411355",686
"9606.ENSP00000271324","9606.ENSP00000411355",802
"9606.ENSP00000271324","9606.ENSP00000411355",802
"9606.ENSP00000274306","9606.ENSP00000411355",579
"9606.ENSP00000274306","9606.ENSP00000411355",579
"9606.ENSP00000276420","9606.ENSP00000411355",467
"9606.ENSP00000276420","9606.ENSP00000411355",467
"9606.ENSP00000278616","9606.ENSP00000411355",402
"9606.ENSP00000278616","9606.ENSP00000411355",402
"9606.ENSP00000284240","9606.ENSP00000411355",918
"9606.ENSP00000284240","9606.ENSP00000411355",918
"9606.ENSP00000286639","9606.ENSP00000411355",463
"9606.ENSP00000286639","9606.ENSP00000411355",463
"9606.ENSP00000286758","9606.ENSP00000411355",602
"9606.ENSP00000286758","9606.ENSP00000411355",602
"9606.ENSP00000289473","9606.ENSP00000411355",451
"9606.ENSP00000289473","9606.ENSP00000411355",451
"9606.ENSP00000294507","9606.ENSP00000411355",675
"9606.ENSP00000294507","9606.ENSP00000411355",675
"9606.ENSP00000300692","9606.ENSP00000411355",958
"9606.ENSP00000300692","9606.ENSP00000411355",958
"9606.ENSP00000302569","9606.ENSP00000411355",597
"9606.ENSP00000302569","9606.ENSP00000411355",597
"9606.ENSP00000304236","9606.ENSP00000411355",718
"9606.ENSP00000304236","9606.ENSP00000411355",718
"9606.ENSP00000305651","9606.ENSP00000411355",653
"9606.ENSP00000305651","9606.ENSP00000411355",653
"9606.ENSP00000305988","9606.ENSP00000411355",825
"9606.ENSP00000305988","9606.ENSP00000411355",825
"9606.ENSP00000318480","9606.ENSP00000411355",405
"9606.ENSP00000318480","9606.ENSP00000411355",405
"9606.ENSP00000322276","9606.ENSP00000411355",401
"9606.ENSP00000322276","9606.ENSP00000411355",401
"9606.ENSP00000323280","9606.ENSP00000411355",459
"9606.ENSP00000323280","9606.ENSP00000411355",459
"9606.ENSP00000332049","9606.ENSP00000411355",880
"9606.ENSP00000332049","9606.ENSP00000411355",880
"9606.ENSP00000333779","9606.ENSP00000411355",784
"9606.ENSP00000333779","9606.ENSP00000411355",784
"9606.ENSP00000346442","9606.ENSP00000411355",467
"9606.ENSP00000346442","9606.ENSP00000411355",467
"9606.ENSP00000346839","9606.ENSP00000411355",718
"9606.ENSP00000346839","9606.ENSP00000411355",718
"9606.ENSP00000350844","9606.ENSP00000411355",709
"9606.ENSP00000350844","9606.ENSP00000411355",709
"9606.ENSP00000354394","9606.ENSP00000411355",582
"9606.ENSP00000354394","9606.ENSP00000411355",582
"9606.ENSP00000354901","9606.ENSP00000411355",631
"9606.ENSP00000354901","9606.ENSP00000411355",631
"9606.ENSP00000356505","9606.ENSP00000411355",468
"9606.ENSP00000356505","9606.ENSP00000411355",468
"9606.ENSP00000357643","9606.ENSP00000411355",681
"9606.ENSP00000357643","9606.ENSP00000411355",681
"9606.ENSP00000358490","9606.ENSP00000411355",991
"9606.ENSP00000358490","9606.ENSP00000411355",991
"9606.ENSP00000360266","9606.ENSP00000411355",439
"9606.ENSP00000360266","9606.ENSP00000411355",439
"9606.ENSP00000361021","9606.ENSP00000411355",512
"9606.ENSP00000361021","9606.ENSP00000411355",512
"9606.ENSP00000361405","9606.ENSP00000411355",594
"9606.ENSP00000361405","9606.ENSP00000411355",594
"9606.ENSP00000362795","9606.ENSP00000411355",723
"9606.ENSP00000362795","9606.ENSP00000411355",723
"9606.ENSP00000363117","9606.ENSP00000411355",510
"9606.ENSP00000363117","9606.ENSP00000411355",510
"9606.ENSP00000363512","9606.ENSP00000411355",413
"9606.ENSP00000363512","9606.ENSP00000411355",413
"9606.ENSP00000363773","9606.ENSP00000411355",567
"9606.ENSP00000363773","9606.ENSP00000411355",567
"9606.ENSP00000364907","9606.ENSP00000411355",679
"9606.ENSP00000364907","9606.ENSP00000411355",679
"9606.ENSP00000365227","9606.ENSP00000411355",785
"9606.ENSP00000365227","9606.ENSP00000411355",785
"9606.ENSP00000368880","9606.ENSP00000411355",415
"9606.ENSP00000368880","9606.ENSP00000411355",415
"9606.ENSP00000369286","9606.ENSP00000411355",490
"9606.ENSP00000369286","9606.ENSP00000411355",490
"9606.ENSP00000369293","9606.ENSP00000411355",752
"9606.ENSP00000369293","9606.ENSP00000411355",752
"9606.ENSP00000371219","9606.ENSP00000411355",412
"9606.ENSP00000371219","9606.ENSP00000411355",412
"9606.ENSP00000375622","9606.ENSP00000411355",443
"9606.ENSP00000375622","9606.ENSP00000411355",443
"9606.ENSP00000376786","9606.ENSP00000411355",492
"9606.ENSP00000376786","9606.ENSP00000411355",492
"9606.ENSP00000379980","9606.ENSP00000411355",477
"9606.ENSP00000379980","9606.ENSP00000411355",477
"9606.ENSP00000381581","9606.ENSP00000411355",660
"9606.ENSP00000381581","9606.ENSP00000411355",660
"9606.ENSP00000384371","9606.ENSP00000411355",967
"9606.ENSP00000384371","9606.ENSP00000411355",967
"9606.ENSP00000386884","9606.ENSP00000411355",996
"9606.ENSP00000386884","9606.ENSP00000411355",996
"9606.ENSP00000398568","9606.ENSP00000411355",726
"9606.ENSP00000398568","9606.ENSP00000411355",726
"9606.ENSP00000228843","9606.ENSP00000411532",913
"9606.ENSP00000228843","9606.ENSP00000411532",913
"9606.ENSP00000247191","9606.ENSP00000411532",990
"9606.ENSP00000247191","9606.ENSP00000411532",990
"9606.ENSP00000251496","9606.ENSP00000411532",990
"9606.ENSP00000251496","9606.ENSP00000411532",990
"9606.ENSP00000254508","9606.ENSP00000411532",918
"9606.ENSP00000254508","9606.ENSP00000411532",918
"9606.ENSP00000260731","9606.ENSP00000411532",987
"9606.ENSP00000260731","9606.ENSP00000411532",987
"9606.ENSP00000261597","9606.ENSP00000411532",975
"9606.ENSP00000261597","9606.ENSP00000411532",975
"9606.ENSP00000278616","9606.ENSP00000411532",746
"9606.ENSP00000278616","9606.ENSP00000411532",746
"9606.ENSP00000296503","9606.ENSP00000411532",767
"9606.ENSP00000296503","9606.ENSP00000411532",767
"9606.ENSP00000296509","9606.ENSP00000411532",957
"9606.ENSP00000296509","9606.ENSP00000411532",957
"9606.ENSP00000300035","9606.ENSP00000411532",975
"9606.ENSP00000300035","9606.ENSP00000411532",975
"9606.ENSP00000305355","9606.ENSP00000411532",577
"9606.ENSP00000305355","9606.ENSP00000411532",577
"9606.ENSP00000306473","9606.ENSP00000411532",901
"9606.ENSP00000306473","9606.ENSP00000411532",901
"9606.ENSP00000336868","9606.ENSP00000411532",922
"9606.ENSP00000336868","9606.ENSP00000411532",922
"9606.ENSP00000346120","9606.ENSP00000411532",455
"9606.ENSP00000346120","9606.ENSP00000411532",455
"9606.ENSP00000353770","9606.ENSP00000411532",978
"9606.ENSP00000353770","9606.ENSP00000411532",978
"9606.ENSP00000355922","9606.ENSP00000411532",986
"9606.ENSP00000355922","9606.ENSP00000411532",986
"9606.ENSP00000356379","9606.ENSP00000411532",987
"9606.ENSP00000356379","9606.ENSP00000411532",987
"9606.ENSP00000357643","9606.ENSP00000411532",988
"9606.ENSP00000357643","9606.ENSP00000411532",988
"9606.ENSP00000360266","9606.ENSP00000411532",438
"9606.ENSP00000360266","9606.ENSP00000411532",438
"9606.ENSP00000360532","9606.ENSP00000411532",511
"9606.ENSP00000360532","9606.ENSP00000411532",511
"9606.ENSP00000361021","9606.ENSP00000411532",447
"9606.ENSP00000361021","9606.ENSP00000411532",447
"9606.ENSP00000367276","9606.ENSP00000411532",953
"9606.ENSP00000367276","9606.ENSP00000411532",953
"9606.ENSP00000376457","9606.ENSP00000411532",941
"9606.ENSP00000376457","9606.ENSP00000411532",941
"9606.ENSP00000377492","9606.ENSP00000411532",923
